seed,episode,scenario_id,robot,full_success,active_steps,first_mode,last_mode,first_probability,mean_probability,visible_switches,controller_switches,run_signature,run_lengths
20260910,38,dense-20260718009699-b63c5cb93121,r3,0,9,dense,dense,0.7888515591621399,0.8413121567832099,0,1,dense,dense:9
20260910,38,dense-20260718009699-b63c5cb93121,r4,0,22,dense,standard,0.8200562596321106,0.34738683768294076,1,2,dense -> standard,dense:6;standard:16
20260910,38,dense-20260718009699-b63c5cb93121,r5,0,5,dense,dense,0.653906524181366,0.723493504524231,0,1,dense,dense:5
20260910,39,dense-20260718009614-8f24103b36e5,r1,0,5,dense,dense,0.6388582587242126,0.7335802912712097,0,1,dense,dense:5
20260910,39,dense-20260718009614-8f24103b36e5,r2,0,31,dense,standard,0.5260588526725769,0.17947333161869355,1,2,dense -> standard,dense:8;standard:23
20260910,39,dense-20260718009614-8f24103b36e5,r3,0,242,dense,standard,0.6380492448806763,0.14559388551707111,1,2,dense -> standard,dense:28;standard:214
20260910,39,dense-20260718009614-8f24103b36e5,r4,0,5,dense,dense,0.7090643644332886,0.8059354424476624,0,1,dense,dense:5
20260910,39,dense-20260718009614-8f24103b36e5,r5,0,12,dense,standard,0.5516179203987122,0.43460867802302044,1,2,dense -> standard,dense:10;standard:2
20260910,40,dense-20260718009652-7c97534a3d5e,r1,0,21,dense,standard,0.7164720296859741,0.45773224177814664,1,2,dense -> standard,dense:18;standard:3
20260910,40,dense-20260718009652-7c97534a3d5e,r2,0,36,dense,standard,0.7853515148162842,0.3711268439268072,1,2,dense -> standard,dense:18;standard:18
20260910,40,dense-20260718009652-7c97534a3d5e,r3,0,9,standard,standard,0.3552863597869873,0.14897944633331564,0,0,standard,standard:9
20260910,40,dense-20260718009652-7c97534a3d5e,r4,0,41,dense,standard,0.7487457990646362,0.2337547875486496,1,2,dense -> standard,dense:10;standard:31
20260910,40,dense-20260718009652-7c97534a3d5e,r5,0,31,dense,standard,0.6270567774772644,0.4941162920346664,1,2,dense -> standard,dense:22;standard:9
20260910,41,dense-20260718009725-bff5699f35ab,r1,0,21,dense,standard,0.7424664497375488,0.35598228304159074,1,2,dense -> standard,dense:10;standard:11
20260910,41,dense-20260718009725-bff5699f35ab,r2,0,26,dense,standard,0.8314917683601379,0.44822014237825686,1,2,dense -> standard,dense:12;standard:14
20260910,41,dense-20260718009725-bff5699f35ab,r3,0,14,dense,standard,0.7456547617912292,0.49191385933331083,1,2,dense -> standard,dense:8;standard:6
20260910,41,dense-20260718009725-bff5699f35ab,r4,0,30,dense,standard,0.7247970104217529,0.45744415720303855,1,2,dense -> standard,dense:24;standard:6
20260910,41,dense-20260718009725-bff5699f35ab,r5,0,46,dense,standard,0.8103089928627014,0.2873630928604499,1,2,dense -> standard,dense:16;standard:30
20260910,42,dense-20260718009853-b3e1793ba9bb,r1,0,20,dense,dense,0.7151623368263245,0.6122935682535171,0,1,dense,dense:20
20260910,42,dense-20260718009853-b3e1793ba9bb,r2,0,20,dense,dense,0.8529301285743713,0.7919244229793548,0,1,dense,dense:20
20260910,42,dense-20260718009853-b3e1793ba9bb,r3,0,29,dense,standard,0.5733968019485474,0.42430764590871745,1,2,dense -> standard,dense:20;standard:9
20260910,42,dense-20260718009853-b3e1793ba9bb,r4,0,9,dense,dense,0.702557384967804,0.7426840530501472,0,1,dense,dense:9
20260910,42,dense-20260718009853-b3e1793ba9bb,r5,0,15,dense,standard,0.5766474604606628,0.3361200526356697,1,2,dense -> standard,dense:8;standard:7
20260910,43,dense-20260718009685-dfe1975cc6fd,r1,0,19,dense,standard,0.47876986861228943,0.5128712360011903,1,2,dense -> standard,dense:14;standard:5
20260910,43,dense-20260718009685-dfe1975cc6fd,r2,0,19,dense,standard,0.701268196105957,0.550795745692755,1,2,dense -> standard,dense:16;standard:3
20260910,43,dense-20260718009685-dfe1975cc6fd,r3,0,8,dense,dense,0.7737218737602234,0.8365522772073746,0,1,dense,dense:8
20260910,43,dense-20260718009685-dfe1975cc6fd,r4,0,36,dense,standard,0.6102863550186157,0.21585553770677912,1,2,dense -> standard,dense:10;standard:26
20260910,43,dense-20260718009685-dfe1975cc6fd,r5,0,14,dense,standard,0.5445393919944763,0.3969534763268062,1,2,dense -> standard,dense:12;standard:2
20260910,44,dense-20260718009712-c5bcc8fc8e7c,r1,0,6,dense,dense,0.861315131187439,0.9165923396746317,0,1,dense,dense:6
20260910,44,dense-20260718009712-c5bcc8fc8e7c,r2,0,36,dense,standard,0.7932191491127014,0.4147704752782981,1,2,dense -> standard,dense:18;standard:18
20260910,44,dense-20260718009712-c5bcc8fc8e7c,r3,0,5,standard,standard,0.38332363963127136,0.3189311146736145,0,0,standard,standard:5
20260910,44,dense-20260718009712-c5bcc8fc8e7c,r4,0,7,dense,dense,0.8216649293899536,0.9076848200389317,0,1,dense,dense:7
20260910,44,dense-20260718009712-c5bcc8fc8e7c,r5,0,6,dense,dense,0.6402855515480042,0.5759081045786539,0,1,dense,dense:6
20260910,45,dense-20260718009746-cf2520d7fa4a,r1,0,7,dense,dense,0.6142230033874512,0.5266401427132743,0,1,dense,dense:7
20260910,45,dense-20260718009746-cf2520d7fa4a,r2,0,7,dense,dense,0.4788265824317932,0.7016174452645438,0,1,dense,dense:7
20260910,45,dense-20260718009746-cf2520d7fa4a,r3,0,5,standard,dense,0.4224202036857605,0.5007936120033264,1,1,standard -> dense,standard:2;dense:3
20260910,45,dense-20260718009746-cf2520d7fa4a,r4,0,20,dense,standard,0.7507430911064148,0.5315212339162827,1,2,dense -> standard,dense:16;standard:4
20260910,45,dense-20260718009746-cf2520d7fa4a,r5,0,32,dense,standard,0.6996757388114929,0.4813498640432954,1,2,dense -> standard,dense:20;standard:12
20260910,46,dense-20260718009587-0f697e0af350,r1,0,13,dense,standard,0.4948621392250061,0.350828332396654,1,2,dense -> standard,dense:8;standard:5
20260910,46,dense-20260718009587-0f697e0af350,r2,0,7,dense,dense,0.6299237012863159,0.660081684589386,0,1,dense,dense:7
20260910,46,dense-20260718009587-0f697e0af350,r3,0,33,dense,standard,0.49183472990989685,0.3911048939282244,1,2,dense -> standard,dense:14;standard:19
20260910,46,dense-20260718009587-0f697e0af350,r4,0,7,dense,dense,0.8240998387336731,0.7396211113248553,0,1,dense,dense:7
20260910,46,dense-20260718009587-0f697e0af350,r5,0,16,dense,standard,0.8790509104728699,0.6537441536784172,1,2,dense -> standard,dense:14;standard:2
20260910,47,dense-20260718009604-6d4204b8d452,r1,1,18,standard,standard,0.4076210558414459,0.14463059335119194,0,0,standard,standard:18
20260910,47,dense-20260718009604-6d4204b8d452,r2,1,19,dense,standard,0.8770068287849426,0.8152956280269121,1,2,dense -> standard,dense:18;standard:1
20260910,47,dense-20260718009604-6d4204b8d452,r3,1,30,dense,standard,0.5886380672454834,0.3606342007716497,1,2,dense -> standard,dense:16;standard:14
20260910,47,dense-20260718009604-6d4204b8d452,r4,1,25,dense,standard,0.8180672526359558,0.7377821868658065,1,2,dense -> standard,dense:22;standard:3
20260910,47,dense-20260718009604-6d4204b8d452,r5,1,27,dense,standard,0.8454281687736511,0.6310420014240123,1,2,dense -> standard,dense:18;standard:9
20260910,48,dense-20260718009626-0cc4023e8c14,r1,0,9,dense,dense,0.8191820979118347,0.7990732590357462,0,1,dense,dense:9
20260910,48,dense-20260718009626-0cc4023e8c14,r2,0,21,dense,standard,0.8623601794242859,0.5808146026517663,1,2,dense -> standard,dense:14;standard:7
20260910,48,dense-20260718009626-0cc4023e8c14,r3,0,10,dense,dense,0.6533368825912476,0.5925453543663025,0,1,dense,dense:10
20260910,48,dense-20260718009626-0cc4023e8c14,r4,0,19,dense,standard,0.8025482892990112,0.6585391991232571,1,2,dense -> standard,dense:16;standard:3
20260910,48,dense-20260718009626-0cc4023e8c14,r5,0,15,dense,dense,0.6005880832672119,0.7063314974308014,0,1,dense,dense:15
20260910,49,dense-20260718009862-7fedef590b56,r1,0,16,dense,dense,0.6946021914482117,0.7179863527417183,0,1,dense,dense:16
20260910,49,dense-20260718009862-7fedef590b56,r2,0,12,dense,standard,0.8615426421165466,0.6768464098374048,1,2,dense -> standard,dense:10;standard:2
20260910,49,dense-20260718009862-7fedef590b56,r3,0,5,dense,dense,0.5235565900802612,0.4676766574382782,0,1,dense,dense:5
20260910,49,dense-20260718009862-7fedef590b56,r4,0,23,dense,standard,0.736309289932251,0.629378340166548,1,2,dense -> standard,dense:18;standard:5
20260910,49,dense-20260718009862-7fedef590b56,r5,0,212,dense,standard,0.8326379060745239,0.5256904775522789,1,2,dense -> standard,dense:204;standard:8
20260910,50,dense-20260718009688-b33f724b14b9,r1,1,18,dense,standard,0.6299884915351868,0.6040968116786745,1,2,dense -> standard,dense:16;standard:2
20260910,50,dense-20260718009688-b33f724b14b9,r2,1,17,dense,standard,0.9195409417152405,0.8367021294201121,1,2,dense -> standard,dense:16;standard:1
20260910,50,dense-20260718009688-b33f724b14b9,r3,1,14,standard,standard,0.42132043838500977,0.4333532920905522,2,2,standard -> dense -> standard,standard:6;dense:6;standard:2
20260910,50,dense-20260718009688-b33f724b14b9,r4,1,14,dense,standard,0.7841516137123108,0.48153577532087055,1,2,dense -> standard,dense:10;standard:4
20260910,50,dense-20260718009688-b33f724b14b9,r5,1,8,dense,dense,0.7160969376564026,0.8447461724281311,0,1,dense,dense:8
20260910,51,dense-20260718009702-07a4bca3f1c2,r1,0,19,dense,standard,0.8057156801223755,0.7865066826343536,1,2,dense -> standard,dense:18;standard:1
20260910,51,dense-20260718009702-07a4bca3f1c2,r2,0,9,dense,dense,0.7305647134780884,0.5825031465954251,0,1,dense,dense:9
20260910,51,dense-20260718009702-07a4bca3f1c2,r3,0,20,dense,standard,0.5355246067047119,0.21708353012800216,1,2,dense -> standard,dense:6;standard:14
20260910,51,dense-20260718009702-07a4bca3f1c2,r4,0,9,dense,standard,0.5972118377685547,0.24258995263112915,1,2,dense -> standard,dense:6;standard:3
20260910,51,dense-20260718009702-07a4bca3f1c2,r5,0,9,dense,dense,0.8692478537559509,0.8122703201240964,0,1,dense,dense:9
20260910,52,dense-20260718009866-f783fdb14c22,r1,0,7,dense,dense,0.8454916477203369,0.8742472444261823,0,1,dense,dense:7
20260910,52,dense-20260718009866-f783fdb14c22,r2,0,13,dense,dense,0.6575061678886414,0.6312725589825556,0,1,dense,dense:13
20260910,52,dense-20260718009866-f783fdb14c22,r3,0,7,dense,dense,0.8115385174751282,0.8806854827063424,0,1,dense,dense:7
20260910,52,dense-20260718009866-f783fdb14c22,r4,0,20,dense,standard,0.7979543805122375,0.5088520184159279,1,2,dense -> standard,dense:14;standard:6
20260910,52,dense-20260718009866-f783fdb14c22,r5,0,6,dense,dense,0.7448093891143799,0.7609612743059794,0,1,dense,dense:6
20260910,53,dense-20260718009710-561c0e409637,r1,0,6,dense,dense,0.8870241641998291,0.933903972307841,0,1,dense,dense:6
20260910,53,dense-20260718009710-561c0e409637,r2,0,15,dense,standard,0.7614967226982117,0.5327668686707815,1,2,dense -> standard,dense:14;standard:1
20260910,53,dense-20260718009710-561c0e409637,r3,0,10,standard,dense,0.4232478439807892,0.5457976579666137,1,1,standard -> dense,standard:4;dense:6
20260910,53,dense-20260718009710-561c0e409637,r4,0,14,dense,dense,0.8301480412483215,0.8709648506981986,0,1,dense,dense:14
20260910,53,dense-20260718009710-561c0e409637,r5,0,23,dense,standard,0.7007982134819031,0.254240520298481,1,2,dense -> standard,dense:6;standard:17
20260910,54,dense-20260718009601-7169904e9ca1,r1,0,16,dense,standard,0.8059574961662292,0.5580726899206638,1,2,dense -> standard,dense:14;standard:2
20260910,54,dense-20260718009601-7169904e9ca1,r2,0,15,dense,standard,0.8063389658927917,0.4132624516884486,1,2,dense -> standard,dense:8;standard:7
20260910,54,dense-20260718009601-7169904e9ca1,r3,0,15,dense,dense,0.8609100580215454,0.9301653345425923,0,1,dense,dense:15
20260910,54,dense-20260718009601-7169904e9ca1,r4,0,9,dense,dense,0.8045825958251953,0.7571728626887003,0,1,dense,dense:9
20260910,54,dense-20260718009601-7169904e9ca1,r5,0,4,dense,dense,0.49195200204849243,0.5752121210098267,0,1,dense,dense:4
20260910,55,dense-20260718009817-bdd6b33634c0,r1,0,6,dense,dense,0.5925299525260925,0.6609726349512736,0,1,dense,dense:6
20260910,55,dense-20260718009817-bdd6b33634c0,r2,0,15,standard,standard,0.39095357060432434,0.3617185687025388,2,2,standard -> dense -> standard,standard:2;dense:8;standard:5
20260910,55,dense-20260718009817-bdd6b33634c0,r3,0,14,dense,standard,0.7072620987892151,0.5968816322939736,1,2,dense -> standard,dense:12;standard:2
20260910,55,dense-20260718009817-bdd6b33634c0,r4,0,33,dense,standard,0.7682642340660095,0.33864878806652443,1,2,dense -> standard,dense:16;standard:17
20260910,55,dense-20260718009817-bdd6b33634c0,r5,0,30,dense,standard,0.5939792990684509,0.1485392488539219,1,2,dense -> standard,dense:6;standard:24
20260910,56,dense-20260718009844-bdc2b20e64b9,r1,1,13,dense,dense,0.7633925676345825,0.6749634100840642,0,1,dense,dense:13
20260910,56,dense-20260718009844-bdc2b20e64b9,r2,1,19,dense,standard,0.6671574115753174,0.4663995755346198,1,2,dense -> standard,dense:14;standard:5
20260910,56,dense-20260718009844-bdc2b20e64b9,r3,1,18,dense,standard,0.8288342356681824,0.683076798915863,1,2,dense -> standard,dense:16;standard:2
20260910,56,dense-20260718009844-bdc2b20e64b9,r4,1,8,dense,dense,0.8360688090324402,0.9345365464687347,0,1,dense,dense:8
20260910,56,dense-20260718009844-bdc2b20e64b9,r5,1,10,dense,dense,0.8458191156387329,0.8134724259376526,0,1,dense,dense:10
20260910,57,dense-20260718009662-a0ecc9a49f8e,r1,1,33,standard,standard,0.3863241970539093,0.3467767003810767,2,2,standard -> dense -> standard,standard:2;dense:16;standard:15
20260910,57,dense-20260718009662-a0ecc9a49f8e,r2,1,6,dense,dense,0.84394371509552,0.8619599342346191,0,1,dense,dense:6
20260910,57,dense-20260718009662-a0ecc9a49f8e,r3,1,35,dense,standard,0.6380468606948853,0.15255011256252016,1,2,dense -> standard,dense:6;standard:29
20260910,57,dense-20260718009662-a0ecc9a49f8e,r4,1,43,dense,standard,0.7091810703277588,0.3229197288408529,1,2,dense -> standard,dense:18;standard:25
20260910,57,dense-20260718009662-a0ecc9a49f8e,r5,1,12,dense,dense,0.44988393783569336,0.6276699701944987,0,1,dense,dense:12
20260910,58,dense-20260718009801-cac400ad292d,r1,1,9,dense,dense,0.819993257522583,0.8412935336430868,0,1,dense,dense:9
20260910,58,dense-20260718009801-cac400ad292d,r2,1,6,dense,dense,0.6971981525421143,0.7684598167737325,0,1,dense,dense:6
20260910,58,dense-20260718009801-cac400ad292d,r3,1,22,dense,standard,0.7065908312797546,0.3451581709086895,1,2,dense -> standard,dense:10;standard:12
20260910,58,dense-20260718009801-cac400ad292d,r4,1,14,dense,standard,0.7695579528808594,0.6010331085750035,1,2,dense -> standard,dense:12;standard:2
20260910,58,dense-20260718009801-cac400ad292d,r5,1,5,dense,dense,0.6058880686759949,0.7708739757537841,0,1,dense,dense:5
20260910,59,dense-20260718009823-812a82da7ab7,r1,1,5,dense,dense,0.7128114700317383,0.7724725246429444,0,1,dense,dense:5
20260910,59,dense-20260718009823-812a82da7ab7,r2,1,6,dense,dense,0.6339775919914246,0.5495443443457285,0,1,dense,dense:6
20260910,59,dense-20260718009823-812a82da7ab7,r3,1,30,dense,standard,0.4874281883239746,0.37050609985987343,1,2,dense -> standard,dense:16;standard:14
20260910,59,dense-20260718009823-812a82da7ab7,r4,1,5,standard,standard,0.42878973484039307,0.335726672410965,0,0,standard,standard:5
20260910,59,dense-20260718009823-812a82da7ab7,r5,1,21,dense,standard,0.44985297322273254,0.33801859794628053,1,2,dense -> standard,dense:16;standard:5
20260910,60,dense-20260718009607-91b12fbd0394,r1,0,7,dense,dense,0.8003036379814148,0.8882479667663574,0,1,dense,dense:7
20260910,60,dense-20260718009607-91b12fbd0394,r2,0,5,dense,dense,0.7833904027938843,0.6594851434230804,0,1,dense,dense:5
20260910,60,dense-20260718009607-91b12fbd0394,r3,0,20,dense,standard,0.7627456784248352,0.6048240393400193,1,2,dense -> standard,dense:18;standard:2
20260910,60,dense-20260718009607-91b12fbd0394,r4,0,7,dense,dense,0.440570205450058,0.401117742061615,0,1,dense,dense:7
20260910,60,dense-20260718009607-91b12fbd0394,r5,0,6,dense,dense,0.7197216749191284,0.6825793782869974,0,1,dense,dense:6
20260910,61,dense-20260718009707-4acd844023ad,r1,1,21,dense,standard,0.8594734072685242,0.5807749196177437,1,2,dense -> standard,dense:16;standard:5
20260910,61,dense-20260718009707-4acd844023ad,r2,1,6,dense,dense,0.7741004824638367,0.6635608772436777,0,1,dense,dense:6
20260910,61,dense-20260718009707-4acd844023ad,r3,1,19,dense,standard,0.872582733631134,0.3735992826129261,1,2,dense -> standard,dense:8;standard:11
20260910,61,dense-20260718009707-4acd844023ad,r4,1,15,dense,standard,0.8206265568733215,0.7071940243244171,1,2,dense -> standard,dense:14;standard:1
20260910,61,dense-20260718009707-4acd844023ad,r5,1,22,dense,standard,0.8148939609527588,0.4585245630957864,1,2,dense -> standard,dense:10;standard:12
20260910,62,dense-20260718009785-27a5bd6c5e10,r1,0,34,dense,standard,0.8301664590835571,0.41953443604357105,1,2,dense -> standard,dense:22;standard:12
20260910,62,dense-20260718009785-27a5bd6c5e10,r2,0,9,dense,dense,0.865156888961792,0.9348018301857842,0,1,dense,dense:9
20260910,62,dense-20260718009785-27a5bd6c5e10,r3,0,9,dense,dense,0.6273524761199951,0.37618015540970695,2,3,dense -> standard -> dense,dense:6;standard:2;dense:1
20260910,62,dense-20260718009785-27a5bd6c5e10,r4,0,8,dense,dense,0.6361240744590759,0.6193096935749054,0,1,dense,dense:8
20260910,62,dense-20260718009785-27a5bd6c5e10,r5,0,9,dense,standard,0.4698847532272339,0.3465849591626061,1,2,dense -> standard,dense:6;standard:3
20260910,63,dense-20260718009790-d2da034f0ea0,r1,1,18,dense,standard,0.8258039951324463,0.4638458920849694,1,2,dense -> standard,dense:12;standard:6
20260910,63,dense-20260718009790-d2da034f0ea0,r2,1,22,dense,dense,0.5488184094429016,0.49530142545700073,0,1,dense,dense:22
20260910,63,dense-20260718009790-d2da034f0ea0,r3,1,32,dense,standard,0.7806659936904907,0.2572362250648439,1,2,dense -> standard,dense:10;standard:22
20260910,63,dense-20260718009790-d2da034f0ea0,r4,1,9,dense,dense,0.7996178269386292,0.6471545497576395,0,1,dense,dense:9
20260910,63,dense-20260718009790-d2da034f0ea0,r5,1,13,dense,standard,0.6496150493621826,0.45294711337639737,1,2,dense -> standard,dense:8;standard:5
20260910,64,dense-20260718009819-be83a8a179d7,r1,0,15,dense,dense,0.8485174179077148,0.8264591495196024,0,1,dense,dense:15
20260910,64,dense-20260718009819-be83a8a179d7,r2,0,19,dense,standard,0.6454517841339111,0.5174126350565961,1,2,dense -> standard,dense:14;standard:5
20260910,64,dense-20260718009819-be83a8a179d7,r3,0,30,dense,standard,0.8742493391036987,0.38457823197046914,1,2,dense -> standard,dense:16;standard:14
20260910,64,dense-20260718009819-be83a8a179d7,r4,0,6,dense,dense,0.6108205914497375,0.7453139225641886,0,1,dense,dense:6
20260910,64,dense-20260718009819-be83a8a179d7,r5,0,10,dense,dense,0.8059867024421692,0.8786173105239868,0,1,dense,dense:10
